,SCHOOL_NUMBER,SCHOOL_YEAR,DATA_LEVEL,DISTRICT_NUMBER,DISTRICT_NAME,SCHOOL_NAME,FACILITY_TYPE,SUBJECT_CATEGORY,EXAM_SUBJECT,COURSE_CODE,GRADE,SUB_POPULATION,REQUIRED_OR_OPTIONAL,MARK_TYPE,NUMBER_OF_MARKS,AVERAGE_PERCENT,SUM_OF_MARKS,NUMBER_OF_C_MINUS_OR_BETTER,PERCENT_OF_C_MINUS_OR_BETTER,NUMBER_OF_A,PERCENT_OF_A,NUMBER_OF_B,PERCENT_OF_B,NUMBER_OF_C_PLUS,PERCENT_OF_C_PLUS,NUMBER_OF_C,PERCENT_OF_C,NUMBER_OF_C_MINUS,PERCENT_OF_C_MINUS,NUMBER_OF_F,PERCENT_OF_F,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,type_BC Public School,geometry,combined_25_5,combined_50_10,combined_5_1,combined_10_2,combined_<5_1,prop_high_speed,CENSUS_ID,MEDIAN_INCOME,LOG_MEDIAN_INCOME
27,2396281.0,2018/2019,School Level,,Kelowna Christian School (IATHNBR:139),Kelowna Christian School,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,28,70.3,1968,28,100,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.86280361,-119.4572059,0,POINT (-119.4572059 49.86280361),0.002317497103128621,0.9976825028968713,0.0,0.0,0.0,1.0,5935010,68627,11.136441322285153
28,2396479.0,2018/2019,School Level,,KELOWNA CHRISTIAN CENTRE SOCIETY (IATHNBR:238),Heritage Christian School,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,16,66.5,1064,15,94,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.89127537,-119.4047611,0,POINT (-119.4047611 49.89127537),0.0,1.0,0.0,0.0,0.0,1.0,5935010,68627,11.136441322285153
29,2396738.0,2018/2019,School Level,,KELOWNA CHRISTIAN CENTRE SOCIETY (IATHNBR:238),Heritage Christian Online School (DL),All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,98,69.3,6791,95,97,Msk,Msk,30,31,33,34,15,15,13,13,Msk,Msk,49.89062,-119.40459,0,POINT (-119.40459 49.89062),0.0010976948408342481,0.9989023051591658,0.0,0.0,0.0,1.0,5935010,68627,11.136441322285153
30,2396825.0,2018/2019,School Level,,Aberdeen Hall Senior School Society (IATHNBR:585),Aberdeen Hall Senior,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,37,76.4,2826,37,100,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.9345587,-119.4026296,0,POINT (-119.4026296 49.9345587),0.017419354838709676,0.9780645161290322,0.0006451612903225806,0.003870967741935484,0.0,0.9954838709677419,5935010,68627,11.136441322285153
31,2727056.0,2018/2019,School Level,27.0,Cariboo-Chilcotin,Peter Skene Ogden Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,77,67.5,5194,74,96,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,15,19,Msk,Msk,51.637295,-121.3017027,1,POINT (-121.3017027 51.637295),0.3350582147477361,0.222509702457956,0.03596377749029754,0.13272962483829237,0.00129366106080207,0.5575679172056921,5941005,43136,10.67211319427198
32,2727072.0,2018/2019,School Level,27.0,Cariboo-Chilcotin,Lake City Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,136,71.8,9766,131,96,Msk,Msk,Msk,Msk,27,20,Msk,Msk,11,8,Msk,Msk,52.13645719,-122.1407661,1,POINT (-122.1407661 52.13645719),0.0724269377382465,0.47878017789072425,0.06175349428208386,0.0025412960609911056,0.03202033036848793,0.5512071156289707,5941009,68831,11.13940950383547
33,2828034.0,2018/2019,School Level,28.0,Quesnel,Correlieu Secondary School,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,152,67,10186,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,52.96707585,-122.5165789,1,POINT (-122.5165789 52.96707585),0.41776142932212296,0.348922753547031,0.0005254860746190226,0.0,0.0005254860746190226,0.766684182869154,5941013,59088,10.986783137092344
34,2899005.0,2018/2019,School Level,28.0,Quesnel,McNaughton Centre,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,10,48.1,481,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,52.97634371,-122.4944768,1,POINT (-122.4944768 52.97634371),0.27023319615912206,0.6135116598079561,0.006172839506172839,0.0,0.0030864197530864196,0.8837448559670782,5941013,59088,10.986783137092344
35,3333012.0,2018/2019,School Level,33.0,Chilliwack,Chilliwack Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,242,69,16709,232,96,Msk,Msk,84,35,53,22,54,22,28,12,Msk,Msk,49.17662007,-121.942509,1,POINT (-121.942509 49.17662007),0.05749128919860627,0.9390243902439024,0.0,0.0,0.003484320557491289,0.9965156794425086,5909020,67800,11.124317473928487
36,3333018.0,2018/2019,School Level,33.0,Chilliwack,Sardis Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,304,72.2,21940,298,98,Msk,Msk,110,36,65,21,54,18,30,10,Msk,Msk,49.12166539,-121.9675885,1,POINT (-121.9675885 49.12166539),0.08216880939072108,0.917272219116825,0.0005589714924538849,0.0,0.0,0.9994410285075461,5909020,67800,11.124317473928487
37,3333044.0,2018/2019,School Level,33.0,Chilliwack,GW Graham Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,167,71.3,11908,160,96,23,14,55,33,36,22,31,19,Msk,Msk,Msk,Msk,49.10743438,-121.9529557,1,POINT (-121.9529557 49.10743438),0.06868686868686869,0.8883838383838384,0.03434343434343434,0.0,0.0030303030303030303,0.9570707070707071,5909020,67800,11.124317473928487
38,3396181.0,2018/2019,School Level,,CHILLIWACK CHRISTIAN SCHOOL SOCIETY (IATHNBR:120),Unity Christian School,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,16,74.7,1195,16,100,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.1567141,-121.8144159,0,POINT (-121.8144159 49.1567141),0.2074235807860262,0.5807860262008734,0.03711790393013101,0.0,0.1462882096069869,0.7882096069868996,5909020,67800,11.124317473928487
39,3396209.0,2018/2019,School Level,,NETHERLANDS REFORMED CONGREGATION (IATHNBR:149),Timothy Christian School,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,22,75.2,1654,22,100,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.19017186,-121.8293643,0,POINT (-121.8293643 49.19017186),0.31142857142857144,0.6885714285714286,0.0,0.0,0.0,1.0,5909020,67800,11.124317473928487
40,3396251.0,2018/2019,School Level,,City Life Church (IATHNBR:206),Highroad Academy,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,17,71.4,1214,17,100,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.16261413,-121.9331086,0,POINT (-121.9331086 49.16261413),0.02329450915141431,0.9767054908485857,0.0,0.0,0.0,1.0,5909020,67800,11.124317473928487
41,3396354.0,2018/2019,School Level,,MOUNT CHEAM CHRISTIAN SCHOOL SOCIETY (IATHNBR:146),Mount Cheam Christian School,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,11,73.5,809,11,100,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.17666312,-121.8705157,0,POINT (-121.8705157 49.17666312),0.1598173515981735,0.8401826484018264,0.0,0.0,0.0,1.0,5909020,67800,11.124317473928487
42,3398003.0,2018/2019,School Level,33.0,Chilliwack,Fraser Valley Distance Education,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,27,70.1,1892,25,93,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.17664578,-121.9434225,1,POINT (-121.9434225 49.17664578),0.037942122186495175,0.9247588424437299,0.0012861736334405145,0.0,0.01157556270096463,0.962700964630225,5909020,67800,11.124317473928487
43,3434000.0,2018/2019,School Level,34.0,Abbotsford,Bakerview Ctr for Learning - CE,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,22,59.4,1307,18,82,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,49.03757037,-122.3204908,1,POINT (-122.3204908 49.03757037),0.0,1.0,0.0,0.0,0.0,1.0,5909052,72511,11.191493553471755
44,3434022.0,2018/2019,School Level,34.0,Abbotsford,Abbotsford Senior Secondary School,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,171,67.9,11618,161,94,Msk,Msk,52,30,44,26,41,24,18,11,Msk,Msk,49.04359461,-122.3001517,1,POINT (-122.3001517 49.04359461),0.0,1.0,0.0,0.0,0.0,1.0,5909052,72511,11.191493553471755
45,3434038.0,2018/2019,School Level,34.0,Abbotsford,Yale Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,243,72.4,17598,235,97,33,14,83,34,58,24,43,18,Msk,Msk,Msk,Msk,49.0479384,-122.264393,1,POINT (-122.264393 49.0479384),0.0010718113612004287,0.9978563772775991,0.0010718113612004287,0.0,0.0,0.9989281886387995,5909052,72511,11.191493553471755
46,3434041.0,2018/2019,School Level,34.0,Abbotsford,W J Mouat Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,265,68.5,18155,245,92,19,7,80,30,56,21,58,22,32,12,20,8,49.05942223,-122.3278132,1,POINT (-122.3278132 49.05942223),0.0,1.0,0.0,0.0,0.0,1.0,5909052,72511,11.191493553471755
47,3434052.0,2018/2019,School Level,34.0,Abbotsford,Rick Hansen Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,116,66.3,7693,108,93,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,24,21,Msk,Msk,49.06704839,-122.3617768,1,POINT (-122.3617768 49.06704839),0.0,1.0,0.0,0.0,0.0,1.0,5909052,72511,11.191493553471755
48,3434054.0,2018/2019,School Level,34.0,Abbotsford,Robert Bateman Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,166,72.5,12042,163,98,24,14,54,33,44,27,30,18,Msk,Msk,Msk,Msk,49.06925753,-122.2543205,1,POINT (-122.2543205 49.06925753),0.003278688524590164,0.9934426229508196,0.0,0.0,0.0,0.9967213114754098,5909052,72511,11.191493553471755
49,3434061.0,2018/2019,School Level,34.0,Abbotsford,Abbotsford Traditional Senior Secondary,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,103,64.5,6642,95,92,Msk,Msk,Msk,Msk,Msk,Msk,Msk,Msk,17,17,Msk,Msk,49.04356239,-122.3540793,1,POINT (-122.3540793 49.04356239),0.001838235294117647,0.9963235294117647,0.0,0.0,0.0,0.9981617647058824,5909052,72511,11.191493553471755
50,3434064.0,2018/2019,School Level,34.0,Abbotsford,ASIA - Sumas Mountain 9-12,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,26,72.3,1880,26,100,Msk,Msk,Msk,Msk,11,42,Msk,Msk,Msk,Msk,Msk,Msk,49.0505157,-122.2204963,1,POINT (-122.2204963 49.0505157),0.30225711481844947,0.6280667320902846,0.05299313052011776,0.0,0.001962708537782139,0.930323846908734,5909052,72511,11.191493553471755
51,3496020.0,2018/2019,School Level,,MENNONITE EDUCATIONAL INSTITUTE SOCIETY (IATHNBR:143),Mennonite Educational Institute,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,119,69.8,8304,117,98,Msk,Msk,Msk,Msk,Msk,Msk,32,27,Msk,Msk,Msk,Msk,49.0763136,-122.3473872,0,POINT (-122.3473872 49.0763136),0.008032128514056224,0.9919678714859438,0.0,0.0,0.0,1.0,5909052,72511,11.191493553471755
52,3496069.0,2018/2019,School Level,,ABBOTSFORD CHRISTIAN SCHOOL SOCIETY (IATHNBR:100),Abbotsford Christian School,All Facility Types,LANGUAGE ARTS,ENGLISH 12,EN_12_C,12,All Students,Required,Exam Marks,65,73.5,4778,64,98,Msk,Msk,Msk,Msk,Msk,Msk,14,22,Msk,Msk,Msk,Msk,49.06335097,-122.2540526,0,POINT (-122.2540526 49.06335097),0.0,1.0,0.0,0.0,0.0,1.0,5909052,72511,11.191493553471755
